id,created_at,full_name,email,phone,lead_source,agent_assigned,last_activity,last_stage_change,stage,tags,notes,next_task_due,last_call_duration,call_count,email_count
220,2025-01-26 19:43:34,Mary Mcmillan,wadejeffrey@hotmail.com,(362)715-2707,Referral,Brian Harris,2025-02-19 19:43:34,2025-03-06 19:43:34,Active,traditional,Economy history bank degree seat sing black effort.,2025-02-27 19:43:34,16,0,5
221,2025-06-25 15:07:47,Valerie Sherman,timothymiller@yahoo.com,(704)780-8107,Organic,Tamara Davis,2025-07-22 15:07:47,2025-08-10 15:07:47,Under Contract,"development, team",Trial term break receive song feel.,2025-07-24 15:07:47,1,0,4
222,2025-06-30 16:35:41,Christine Ingram,phillipsvictoria@thomas.info,(788)798-7406,Zillow,Linda Macdonald,2025-07-09 16:35:41,2025-07-22 16:35:41,Appointment Set,"heart, since, blood",Happen away write.,2025-07-17 16:35:41,4,1,9
223,2025-07-20 11:07:41,Jesus Sampson,david20@walter.net,+1-457-710-3190x285,Referral,Brian Harris,2025-08-17 11:07:41,2025-09-03 11:07:41,Under Contract,"say, still, class",Would any third easy determine.,2025-08-19 11:07:41,22,4,0
224,2025-06-13 20:16:16,Allison Hernandez,ugood@buchanan.biz,217.646.1977,Organic,Michelle Richardson DVM,2025-07-02 20:16:16,2025-07-19 20:16:16,New,"remember, impact, employee",Blood job role score.,2025-07-03 20:16:16,14,4,4
225,2025-04-26 14:35:19,Lauren Lewis,jacobgonzales@yahoo.com,5179535871,Zillow,Tamara Davis,2025-04-30 14:35:19,2025-05-10 14:35:19,Contacted,"single, unit",Its baby artist data.,2025-05-09 14:35:19,14,2,1
226,2025-03-10 07:02:45,Christopher Tyler,olivia62@yahoo.com,(481)798-1348x70387,Referral,Linda Macdonald,2025-03-27 07:02:45,2025-04-04 07:02:45,Appointment Set,"law, glass",Network important anything source.,2025-04-02 07:02:45,6,3,1
227,2025-06-03 18:06:26,Sandra Johnson,morrisonpaul@yoder-wolf.net,(664)486-7520x596,Facebook,Tamara Davis,2025-06-09 18:06:26,2025-07-08 18:06:26,Active,"attorney, protect",Generation century city husband.,2025-06-18 18:06:26,1,5,2
228,2025-05-07 18:52:15,Eric Ball,sbell@patterson.com,(647)061-8903x999,Organic,Michelle Richardson DVM,2025-05-29 18:52:15,2025-06-01 18:52:15,Appointment Set,soldier,Hold debate right color.,2025-06-01 18:52:15,22,4,6
229,2025-06-06 22:56:24,Karen Richardson,ewilkerson@kane.com,214.658.1999x74563,Organic,Brian Harris,2025-06-28 22:56:24,2025-07-21 22:56:24,Under Contract,"attack, future",Religious free fast include cell.,2025-07-02 22:56:24,11,3,1
230,2025-02-11 03:45:44,Jared Lopez,jmason@walker.com,547.354.0028x603,Referral,Rita Curry,2025-02-22 03:45:44,2025-03-09 03:45:44,Dead,"light, think",Energy happy car final.,2025-02-25 03:45:44,5,1,2
231,2025-05-31 07:56:36,Brittney Coleman,daniel20@barnes.net,576-103-7174x85698,Facebook,Linda Macdonald,2025-06-09 07:56:36,2025-06-26 07:56:36,Under Contract,"few, history",Both however paper kid.,2025-06-11 07:56:36,30,3,5
232,2025-03-02 14:35:46,Kristopher Hart,fjackson@yahoo.com,243.038.5412x5128,Google Ads,Tamara Davis,2025-03-26 14:35:46,2025-04-22 14:35:46,New,table,Main feel fish yet.,2025-03-30 14:35:46,18,1,2
233,2025-06-26 08:05:56,Mary Rivera,ramirezhenry@davis-flores.net,283.004.3711x9147,Organic,Michelle Richardson DVM,2025-07-01 08:05:56,2025-07-16 08:05:56,New,"town, type",Value recent management tonight.,2025-07-08 08:05:56,10,4,3
234,2025-02-02 06:57:46,Gary Larson,okim@johnson.com,863-819-3243,Facebook,Brian Harris,2025-02-11 06:57:46,2025-03-12 06:57:46,Contacted,"without, television, property",Pretty question indicate.,2025-02-12 06:57:46,26,3,3
235,2025-02-25 14:17:50,Jill Baker,gomezadam@duncan.com,001-955-063-7009x601,Referral,Rita Curry,2025-03-13 14:17:50,2025-04-11 14:17:50,Under Contract,"already, mind",Well make along image democratic involve much.,2025-03-21 14:17:50,24,2,7
236,2025-07-01 12:35:27,Christian Harris,banksian@roberson-lee.net,001-328-690-3227x3339,Zillow,Michelle Richardson DVM,2025-07-14 12:35:27,2025-07-18 12:35:27,Under Contract,"evening, allow",Run popular early assume kid measure.,2025-07-19 12:35:27,5,3,7
237,2025-07-11 12:05:38,Andrea Dennis,johnjohnson@gmail.com,156-154-2644,Referral,Shane Delgado,2025-07-22 12:05:38,2025-08-14 12:05:38,Closed,"evidence, course",Development interesting across consider adult child.,2025-07-27 12:05:38,6,2,5
238,2025-05-24 23:40:45,Michael Duncan,carrillobradley@barnett.biz,(484)048-7578,Organic,Tamara Davis,2025-06-05 23:40:45,2025-06-17 23:40:45,Contacted,outside,Court child best military positive may.,2025-06-11 23:40:45,18,4,2
239,2025-05-05 15:18:18,Amanda James,barnold@chavez.com,+1-509-457-7689,Google Ads,Jonathan Stevenson,2025-05-08 15:18:18,2025-05-22 15:18:18,Active,until,Heavy none west its.,2025-05-11 15:18:18,27,2,4
240,2025-06-16 21:08:50,Corey Rivera,castillojessica@yahoo.com,(378)971-0976x535,Google Ads,Rita Curry,2025-06-27 21:08:50,2025-07-07 21:08:50,Under Contract,"arrive, week, interesting",Already likely offer us relationship generation work.,2025-07-01 21:08:50,11,4,6
241,2025-06-01 14:07:40,Jimmy Young,joshuawilson@hotmail.com,920-492-4582,Organic,Melinda Lowe,2025-06-20 14:07:40,2025-07-11 14:07:40,Contacted,already,Still condition interesting appear defense experience bank expect.,2025-06-25 14:07:40,19,1,7
242,2025-04-03 19:59:23,Thomas Farmer,michael71@jones.com,001-046-435-7582x768,Referral,Jonathan Stevenson,2025-04-05 19:59:23,2025-05-05 19:59:23,Closed,"store, factor, property",Example mouth deep.,2025-04-12 19:59:23,3,2,3
243,2025-06-28 20:09:29,Stephanie Bryan,jmartin@gmail.com,6634174581,Referral,Tamara Davis,2025-06-29 20:09:29,2025-07-28 20:09:29,Dead,"again, base, television",Will enough morning dream none sea.,2025-07-08 20:09:29,27,3,5
244,2025-04-15 14:47:29,Holly Vaughn,david43@white-allen.com,721.552.0951x252,Referral,Michelle Richardson DVM,2025-04-18 14:47:29,2025-04-19 14:47:29,Contacted,"executive, appear, while",No I property happy.,2025-04-23 14:47:29,2,2,9
245,2025-01-08 03:06:44,Kyle Richardson,christopher40@brown-williams.com,(019)760-2513x5295,Referral,Tamara Davis,2025-01-28 03:06:44,2025-02-02 03:06:44,Active,term,Best drug music eat quite thousand.,2025-01-31 03:06:44,24,5,6
246,2025-05-19 08:01:49,Mark Matthews,jjohnson@hotmail.com,001-586-059-6799,Zillow,Shane Delgado,2025-06-05 08:01:49,2025-06-21 08:01:49,Under Contract,"class, here",Represent approach whose short low onto hope.,2025-06-09 08:01:49,10,2,7
247,2025-04-23 23:49:07,Luis Henry,robert26@yahoo.com,(802)005-7551,Referral,Linda Macdonald,2025-05-14 23:49:07,2025-05-19 23:49:07,Contacted,"theory, but",Official know understand.,2025-05-23 23:49:07,30,4,7
248,2025-01-22 22:08:51,Zoe Taylor DVM,reynoldsdavid@meyer.com,004.708.8498x036,Organic,Jonathan Stevenson,2025-02-01 22:08:51,2025-02-20 22:08:51,Dead,best,Easy factor camera international reality which shake.,2025-02-06 22:08:51,9,0,5
249,2025-01-13 18:33:35,Felicia Humphrey,stevenjimenez@bauer.info,002.126.3860,Facebook,Melinda Lowe,2025-01-22 18:33:35,2025-02-12 18:33:35,Contacted,"role, he",Off wife test.,2025-01-26 18:33:35,18,1,7
250,2025-04-07 02:00:43,John Hicks,heather61@gmail.com,001-733-177-7532x24464,Zillow,Rita Curry,2025-04-13 02:00:43,2025-05-01 02:00:43,Active,"always, free",Public than garden.,2025-04-21 02:00:43,10,0,8
251,2025-06-30 12:25:02,Matthew Spencer,brownlouis@rowland.com,(417)262-3466x635,Organic,Tamara Davis,2025-07-05 12:25:02,2025-08-01 12:25:02,Contacted,"teach, partner",Attack significant focus never point.,2025-07-09 12:25:02,2,2,0
252,2025-06-07 21:40:00,Ashley Lee,wpowell@ramirez.net,6608298901,Instagram,Jonathan Stevenson,2025-06-17 21:40:00,2025-07-01 21:40:00,Under Contract,"never, or",Former try investment early.,2025-06-25 21:40:00,25,1,10
253,2025-01-31 05:58:35,Joshua Lewis,kelly45@gmail.com,102-684-9029x70900,Google Ads,Brian Harris,2025-02-02 05:58:35,2025-02-22 05:58:35,Contacted,"knowledge, level",Herself relate strategy increase step course fire market.,2025-02-08 05:58:35,17,5,0
254,2025-04-27 08:12:38,Gerald Gamble,jordanstuart@jackson-wall.com,055-546-2317,Referral,Jonathan Stevenson,2025-05-10 08:12:38,2025-05-27 08:12:38,Dead,bar,Increase green protect final them sister.,2025-05-20 08:12:38,2,5,2
255,2025-06-24 10:24:43,Samantha Cline,tylerkelley@gmail.com,7663699807,Zillow,Michelle Richardson DVM,2025-06-27 10:24:43,2025-07-03 10:24:43,Contacted,"far, will",Sure fund half brother up song Republican.,2025-07-06 10:24:43,5,1,2
256,2025-07-04 14:25:16,Lauren Howard,hendersonemily@mccarty.com,124-006-3867,Zillow,Jonathan Stevenson,2025-08-02 14:25:16,2025-08-28 14:25:16,Active,me,Truth color international energy event simply.,2025-08-08 14:25:16,12,0,6
257,2025-02-22 12:45:02,Amanda Huff,arnoldlaura@williams-mann.com,084.244.9297,Zillow,Shane Delgado,2025-03-13 12:45:02,2025-03-26 12:45:02,Contacted,family,State morning generation between address.,2025-03-18 12:45:02,21,2,0
258,2025-01-16 15:28:19,Randy Thomas,kimberlyramirez@rodriguez.com,3786984523,Instagram,Brian Harris,2025-01-29 15:28:19,2025-02-27 15:28:19,Dead,"for, whatever, stock",And born finish cause.,2025-02-06 15:28:19,1,1,10
259,2025-01-09 11:50:26,Alexander Vazquez,xfowler@gmail.com,(026)246-2134,Organic,Roger Davis,2025-01-11 11:50:26,2025-02-01 11:50:26,Contacted,"road, defense",Candidate trial add do human rich.,2025-01-12 11:50:26,2,2,9
260,2025-04-22 23:30:43,Connie Hamilton,brittany21@hotmail.com,(809)259-2545x8616,Referral,Roger Davis,2025-05-10 23:30:43,2025-06-04 23:30:43,Appointment Set,"PM, success",Close cell writer identify talk force goal.,2025-05-15 23:30:43,27,0,5
261,2025-05-12 19:17:30,Eugene House,katelynstark@hotmail.com,+1-084-261-2463,Referral,Rita Curry,2025-05-31 19:17:30,2025-06-08 19:17:30,Dead,during,Only finally poor plant.,2025-06-03 19:17:30,13,2,5
262,2025-06-02 01:46:15,Anthony Lucas,erin58@jones.biz,(000)235-5798x65986,Referral,Michelle Richardson DVM,2025-06-20 01:46:15,2025-07-04 01:46:15,New,remain,Pass key near attention generation cell themselves.,2025-06-30 01:46:15,29,1,2
263,2025-02-05 10:15:57,Jacqueline Johnson,wroberts@hotmail.com,517-287-0365,Instagram,Jonathan Stevenson,2025-02-09 10:15:57,2025-03-10 10:15:57,Appointment Set,"simple, hundred",Church teach hold career institution without star.,2025-02-12 10:15:57,20,2,10
264,2025-01-27 15:58:45,Taylor Love,jesselopez@taylor-williams.net,(079)377-1091x541,Organic,Tamara Davis,2025-02-04 15:58:45,2025-02-28 15:58:45,Dead,other,Thought instead range current city current eat.,2025-02-14 15:58:45,20,4,6
265,2025-01-24 06:55:23,Glenn Beck,eblack@hotmail.com,(697)172-4709x168,Organic,Roger Davis,2025-02-05 06:55:23,2025-02-28 06:55:23,New,"too, assume, property",Everything story begin.,2025-02-11 06:55:23,26,0,10
266,2025-06-03 07:14:37,Steven Kennedy,lori40@nicholson.com,(917)186-5942x1092,Google Ads,Linda Macdonald,2025-06-05 07:14:37,2025-06-27 07:14:37,New,"order, popular",Whole husband career school method pressure.,2025-06-15 07:14:37,26,0,6
267,2025-05-22 13:34:38,Rebecca Russell,nathan80@hotmail.com,6456990461,Google Ads,Roger Davis,2025-06-20 13:34:38,2025-06-22 13:34:38,New,"Democrat, question",Realize sure subject yet newspaper I.,2025-06-30 13:34:38,9,1,0
268,2025-01-04 17:33:53,Daniel Ross,jacksonrichard@gmail.com,(687)063-8250,Facebook,Melinda Lowe,2025-01-20 17:33:53,2025-02-07 17:33:53,Appointment Set,main,She yet body speak explain huge natural.,2025-01-30 17:33:53,13,4,4
269,2025-06-28 16:00:33,Alexis Beltran,cgarza@yahoo.com,303.770.9973,Facebook,Michelle Richardson DVM,2025-06-29 16:00:33,2025-07-27 16:00:33,Dead,"help, tonight",According tough our quite campaign hotel expect.,2025-07-01 16:00:33,1,2,9
270,2025-02-25 02:06:16,Angela Johnson,kelleylauren@yahoo.com,374-606-6604,Referral,Rita Curry,2025-03-25 02:06:16,2025-03-30 02:06:16,New,south,Apply party more determine own maybe.,2025-03-31 02:06:16,29,3,5
271,2025-04-23 12:29:58,Kelsey Schultz,brooke13@andersen.com,1241170655,Organic,Jeffrey Bass,2025-05-09 12:29:58,2025-05-12 12:29:58,Active,"accept, finish, doctor",Million along hit.,2025-05-10 12:29:58,13,3,3
272,2025-05-03 08:05:05,Cassandra Carter,bryan89@gmail.com,882.994.8162,Referral,Rita Curry,2025-05-24 08:05:05,2025-05-29 08:05:05,Under Contract,"surface, company, fight",Partner area to they successful maintain wall.,2025-05-27 08:05:05,8,2,3
273,2025-06-16 14:00:02,Thomas Myers,snunez@yahoo.com,+1-274-358-2576,Google Ads,Brian Harris,2025-07-14 14:00:02,2025-07-19 14:00:02,Under Contract,"certain, north",Second beat for forget.,2025-07-18 14:00:02,10,2,5
274,2025-06-24 05:11:51,Jonathan Norman,swhite@hotmail.com,(650)549-8091x806,Instagram,Melinda Lowe,2025-07-23 05:11:51,2025-07-31 05:11:51,Contacted,"along, model",Easy born past.,2025-07-30 05:11:51,29,1,2
275,2025-06-20 14:14:32,Kayla Krueger,melanielewis@hall.com,548.995.9440x433,Referral,Linda Macdonald,2025-07-19 14:14:32,2025-07-28 14:14:32,Contacted,"what, despite",Meet avoid growth base at there trade.,2025-07-23 14:14:32,8,4,3
276,2025-01-30 23:01:51,Christopher Henderson,hsmith@yahoo.com,(638)526-2586x452,Facebook,Tamara Davis,2025-02-26 23:01:51,2025-03-21 23:01:51,Contacted,"choice, cost",Modern significant attention some challenge.,2025-03-06 23:01:51,30,4,2
277,2025-02-27 17:12:25,Christopher Kelly,tyler39@yahoo.com,001-481-105-4812x0169,Organic,Michelle Richardson DVM,2025-03-20 17:12:25,2025-03-25 17:12:25,Appointment Set,"summer, list",Feeling soon both.,2025-03-26 17:12:25,10,3,10
278,2025-02-06 17:39:01,Heather Rodriguez,angelasimpson@hunt-haas.biz,524.656.1401x3807,Referral,Jeffrey Bass,2025-02-15 17:39:01,2025-02-17 17:39:01,Appointment Set,"still, coach",Senior hit power arrive chance nothing head.,2025-02-18 17:39:01,1,3,3
279,2025-02-05 21:10:17,Steven Morrison,pinedamichael@hotmail.com,359-909-2570,Google Ads,Tamara Davis,2025-02-14 21:10:17,2025-02-25 21:10:17,Dead,talk,Purpose doctor discuss matter take less people help.,2025-02-16 21:10:17,13,5,5
280,2025-02-11 16:23:23,Hannah Griffin,jaytanner@evans.com,001-605-694-0489x8867,Referral,Roger Davis,2025-02-19 16:23:23,2025-02-21 16:23:23,Appointment Set,"religious, test",Somebody same loss bed world rich.,2025-02-24 16:23:23,5,3,9
281,2025-02-18 23:08:02,Lauren Young,andrea76@burns-rodgers.com,001-668-467-2289x13665,Google Ads,Brian Harris,2025-02-27 23:08:02,2025-03-24 23:08:02,Contacted,"international, set",Left support age hear evening again.,2025-02-28 23:08:02,18,1,5
282,2025-04-25 08:52:02,Jessica Terry,samanthamonroe@bernard.com,718.462.5042x48492,Organic,Michelle Richardson DVM,2025-05-05 08:52:02,2025-05-16 08:52:02,Under Contract,"wrong, out, official",Pay forward example put lead account.,2025-05-14 08:52:02,23,5,7
283,2025-03-11 17:14:43,Derek Martinez,charlesturner@wilkinson-mcdonald.org,9436677366,Google Ads,Rita Curry,2025-04-07 17:14:43,2025-04-09 17:14:43,Active,"positive, drop",Everybody ago including run grow.,2025-04-13 17:14:43,18,5,3
284,2025-06-05 01:41:07,April Perez,jeremybyrd@hotmail.com,320-496-4179x942,Referral,Linda Macdonald,2025-06-07 01:41:07,2025-07-01 01:41:07,Dead,my,Oil show truth mother Mr firm.,2025-06-13 01:41:07,13,3,6
285,2025-01-12 20:31:23,Ashley Rogers,taylorcynthia@terry.info,001-633-654-0681x748,Instagram,Rita Curry,2025-01-17 20:31:23,2025-01-26 20:31:23,Contacted,second,Could later hit cup early.,2025-01-19 20:31:23,12,5,1
286,2025-07-05 04:27:26,Kaitlyn Johnson,piercejill@hotmail.com,+1-920-207-6460x26083,Zillow,Brian Harris,2025-07-23 04:27:26,2025-08-08 04:27:26,Closed,enough,Hear wall spring.,2025-07-28 04:27:26,16,3,2
287,2025-04-29 10:19:41,Edward Anderson DVM,clarkeelizabeth@yahoo.com,1599963801,Instagram,Jonathan Stevenson,2025-05-05 10:19:41,2025-05-13 10:19:41,Under Contract,"responsibility, deal",Site throughout grow.,2025-05-13 10:19:41,24,4,0
288,2025-03-02 08:14:05,Holly Orozco,carrolljeremy@gmail.com,+1-179-326-3664,Zillow,Melinda Lowe,2025-03-15 08:14:05,2025-03-20 08:14:05,Contacted,seven,Cut chance lot admit.,2025-03-22 08:14:05,4,1,5
289,2025-07-17 17:08:36,Francisco Evans,john03@cox.biz,+1-822-616-7887,Instagram,Michelle Richardson DVM,2025-08-02 17:08:36,2025-08-19 17:08:36,Closed,ready,Tend perhaps main speech could hit store.,2025-08-11 17:08:36,13,3,10
290,2025-06-12 12:25:13,Daniel Wilkinson,roseamber@martinez-fitzpatrick.info,(933)344-1097,Google Ads,Jonathan Stevenson,2025-07-01 12:25:13,2025-07-05 12:25:13,New,energy,Newspaper without be watch beautiful remember.,2025-07-07 12:25:13,2,4,3
291,2025-03-06 18:53:49,Andrew Jackson,hallkatherine@butler-villegas.com,039-164-7731x778,Facebook,Shane Delgado,2025-03-09 18:53:49,2025-03-12 18:53:49,Under Contract,couple,Seat fire ever will few cup drive.,2025-03-16 18:53:49,11,0,7
292,2025-07-21 05:59:15,Mary Jimenez,james56@branch-walton.com,702.678.6570,Google Ads,Brian Harris,2025-07-31 05:59:15,2025-08-04 05:59:15,Closed,"game, should, product",Help above action happy.,2025-08-04 05:59:15,1,3,5
293,2025-05-26 13:54:37,John Smith,pittmanjeffrey@martinez.biz,(003)298-9007x101,Referral,Jeffrey Bass,2025-06-02 13:54:37,2025-06-15 13:54:37,Contacted,"late, score",Itself manager box economic somebody hospital recently.,2025-06-03 13:54:37,19,3,0
294,2025-03-06 17:15:11,Felicia Hess,philipespinoza@quinn.com,609.120.0195x6614,Facebook,Roger Davis,2025-03-27 17:15:11,2025-03-30 17:15:11,Contacted,"wind, mind, international",Toward suggest pretty perhaps.,2025-04-03 17:15:11,14,3,1
295,2025-02-28 13:41:29,Anthony Anderson,ajohnson@nguyen.com,001-523-934-8642x787,Facebook,Jonathan Stevenson,2025-03-10 13:41:29,2025-04-09 13:41:29,New,"politics, trial",Discussion point former great oil such cut.,2025-03-18 13:41:29,1,3,7
296,2025-04-11 19:40:35,Erica Mora,nwolf@mccarty.com,(424)474-8196x78403,Organic,Rita Curry,2025-04-22 19:40:35,2025-04-24 19:40:35,Contacted,"explain, middle",Office economic form wear deal southern.,2025-04-29 19:40:35,25,3,9
297,2025-01-01 13:36:08,Amanda Young,hshah@hotmail.com,8351385519,Referral,Michelle Richardson DVM,2025-01-19 13:36:08,2025-02-04 13:36:08,Under Contract,true,Stock seven court a.,2025-01-28 13:36:08,6,3,10
298,2025-01-20 11:53:00,Aaron Hall,melissabell@hotmail.com,+1-538-165-1097,Referral,Michelle Richardson DVM,2025-01-21 11:53:00,2025-02-19 11:53:00,Closed,"each, particularly",Less she other standard family last save.,2025-01-25 11:53:00,10,3,10
299,2025-04-05 22:28:31,James Walsh,harveydavid@hotmail.com,(390)415-7475x33352,Organic,Jeffrey Bass,2025-04-10 22:28:31,2025-05-02 22:28:31,Closed,"my, good, set",Team lay trade.,2025-04-11 22:28:31,25,3,0
300,2025-03-29 10:27:13,Melissa Perez,jeffreylarsen@gmail.com,(654)700-3347x4763,Referral,Rita Curry,2025-04-14 10:27:13,2025-04-15 10:27:13,Dead,"medical, away",Important development education throughout performance every.,2025-04-24 10:27:13,9,1,1
301,2025-05-30 15:54:50,Ashley Weber,melissajones@garrison.com,001-249-429-6260x881,Google Ads,Jonathan Stevenson,2025-06-17 15:54:50,2025-07-05 15:54:50,Contacted,"however, street, sit",Five open those reach head.,2025-06-24 15:54:50,16,0,7
302,2025-06-07 03:45:24,Lisa Johnson,lopezdiana@martinez.net,412-787-5277x5091,Zillow,Jonathan Stevenson,2025-06-19 03:45:24,2025-06-28 03:45:24,Dead,"decision, organization, different",Entire thought century opportunity clearly prove sure friend.,2025-06-20 03:45:24,3,4,8
303,2025-06-27 20:14:45,Elaine Dunn,smithbryan@gmail.com,001-349-570-3022,Zillow,Jonathan Stevenson,2025-07-06 20:14:45,2025-07-24 20:14:45,Appointment Set,"daughter, nothing",Alone some true site visit edge.,2025-07-15 20:14:45,1,4,4
304,2025-07-20 17:14:14,Amanda Wong,annerobinson@osborne.net,782-187-8374x864,Referral,Jeffrey Bass,2025-08-14 17:14:14,2025-09-02 17:14:14,Dead,"far, card, wear",Structure participant tax similar father hour.,2025-08-19 17:14:14,21,0,10
305,2025-04-08 02:50:02,Michael Cameron,deborah71@palmer.info,981-946-9730x9471,Google Ads,Linda Macdonald,2025-05-02 02:50:02,2025-05-18 02:50:02,Dead,"professional, like",Free baby doctor never.,2025-05-07 02:50:02,9,0,2
306,2025-01-16 18:54:33,Martin Mason,audreyfitzgerald@smith-nguyen.com,+1-657-791-4032x7172,Facebook,Rita Curry,2025-02-11 18:54:33,2025-02-16 18:54:33,New,position,Could national edge perform.,2025-02-20 18:54:33,21,3,2
307,2025-01-20 06:17:32,Michael Rogers,emily03@hotmail.com,(946)735-3332x2183,Organic,Roger Davis,2025-02-07 06:17:32,2025-02-10 06:17:32,Appointment Set,"experience, team, sort",Few already rate small now seat.,2025-02-17 06:17:32,5,0,1
308,2025-04-25 06:28:15,Dan Hernandez,tammy19@hotmail.com,+1-486-911-9177x8366,Referral,Brian Harris,2025-05-16 06:28:15,2025-06-01 06:28:15,Dead,"bit, form",Worker protect dream.,2025-05-22 06:28:15,6,5,3
309,2025-03-18 18:05:49,John Turner,vpowell@gmail.com,124-315-4143,Zillow,Brian Harris,2025-04-02 18:05:49,2025-04-19 18:05:49,Contacted,"card, successful",Still policy article.,2025-04-03 18:05:49,25,2,3
310,2025-06-20 21:15:53,Nathaniel Stephens,ythomas@gmail.com,322-233-5040x83291,Organic,Melinda Lowe,2025-07-17 21:15:53,2025-08-03 21:15:53,Closed,"condition, section",Professor approach mean eye why those my.,2025-07-20 21:15:53,8,0,9
311,2025-02-25 16:37:36,Tracy Smith,ramirezwilliam@hotmail.com,(203)953-7158,Google Ads,Melinda Lowe,2025-03-10 16:37:36,2025-03-14 16:37:36,Closed,chair,Article personal build hit look sort herself film.,2025-03-18 16:37:36,14,4,5
312,2025-02-01 19:19:19,Benjamin Whitaker,ypittman@yahoo.com,(649)523-8297,Google Ads,Rita Curry,2025-02-28 19:19:19,2025-03-20 19:19:19,Dead,"sign, at, left",Mean meeting career employee.,2025-03-03 19:19:19,2,3,1
313,2025-02-22 05:19:06,Renee Rollins,liustephanie@yahoo.com,717-129-8601x94385,Zillow,Rita Curry,2025-02-23 05:19:06,2025-03-17 05:19:06,Closed,"between, base",Nothing sea yeah.,2025-03-04 05:19:06,5,3,8
314,2025-01-15 03:54:47,Mariah Hogan,darrelllucas@hart.com,371.346.4259,Organic,Linda Macdonald,2025-01-26 03:54:47,2025-01-31 03:54:47,Appointment Set,democratic,Religious ask magazine likely.,2025-02-01 03:54:47,3,3,4
315,2025-07-09 20:07:34,Jonathon Herrera,smithlaurie@cabrera.com,371.902.2498,Facebook,Roger Davis,2025-07-12 20:07:34,2025-07-31 20:07:34,Appointment Set,"real, one, bad",Down recent itself body prepare learn center voice.,2025-07-18 20:07:34,16,0,7
316,2025-04-13 17:34:56,Megan Williams,adambuchanan@yahoo.com,430-954-6486,Instagram,Jonathan Stevenson,2025-05-07 17:34:56,2025-05-10 17:34:56,Active,collection,Detail activity where truth feeling strong perform staff.,2025-05-13 17:34:56,2,2,0
317,2025-06-05 16:10:27,Teresa Walker,garciajulia@arnold.com,039-223-6622,Google Ads,Jonathan Stevenson,2025-06-21 16:10:27,2025-07-01 16:10:27,New,"most, sing",Edge production fact direction office.,2025-07-01 16:10:27,12,2,0
318,2025-06-24 14:04:03,Karen Murphy,janemiller@peters-moore.com,341.489.3899x3319,Instagram,Linda Macdonald,2025-07-23 14:04:03,2025-08-10 14:04:03,Dead,"positive, result, church",How property customer main by fall foreign.,2025-07-30 14:04:03,1,4,3
319,2025-04-16 01:06:26,Kyle Collins,wleon@gmail.com,(300)112-7946,Facebook,Melinda Lowe,2025-04-19 01:06:26,2025-05-19 01:06:26,Active,treatment,Say than yeah like real stock standard.,2025-04-28 01:06:26,29,4,3
320,2025-04-24 20:30:38,Regina Jones,aaronmiller@gmail.com,001-801-617-1811,Organic,Brian Harris,2025-05-03 20:30:38,2025-05-31 20:30:38,Closed,per,Institution office deal.,2025-05-11 20:30:38,29,1,9
321,2025-04-04 08:07:18,Ryan Walker,bmiller@gmail.com,787.936.1581x0322,Instagram,Jeffrey Bass,2025-04-14 08:07:18,2025-05-11 08:07:18,Dead,"government, education, wind",Trouble democratic nor ability example purpose treat.,2025-04-15 08:07:18,9,1,8
322,2025-06-25 09:22:59,Ryan Johnson MD,larrybrooks@gmail.com,3620479560,Google Ads,Jeffrey Bass,2025-07-16 09:22:59,2025-07-23 09:22:59,Closed,"per, their, tell",Catch nearly executive high here which bag important.,2025-07-21 09:22:59,21,3,6
323,2025-03-03 20:04:34,Daniel Goodman,hansenbrittney@bryan.com,345.747.9555x90056,Zillow,Jonathan Stevenson,2025-03-21 20:04:34,2025-03-25 20:04:34,Under Contract,"power, international",Share apply own court media.,2025-03-29 20:04:34,18,0,10
324,2025-04-01 11:02:44,Theresa Smith,ymedina@yahoo.com,8239619887,Instagram,Jeffrey Bass,2025-04-25 11:02:44,2025-05-11 11:02:44,Under Contract,show,Society method focus question pressure.,2025-05-05 11:02:44,24,1,7
325,2025-06-06 06:35:14,Dawn Pham,dalton87@yahoo.com,637.819.9109,Referral,Jeffrey Bass,2025-06-23 06:35:14,2025-07-03 06:35:14,Closed,"product, music, recently",Understand message pick perform tell.,2025-06-30 06:35:14,3,2,1
326,2025-06-20 04:01:03,Wendy Allen,ncastillo@york-taylor.com,755.048.1893x16274,Referral,Tamara Davis,2025-07-08 04:01:03,2025-07-27 04:01:03,Under Contract,"travel, if, arm",Act the story.,2025-07-15 04:01:03,2,3,8
327,2025-01-17 23:08:29,Deanna Singh,gary89@yahoo.com,(150)163-1959x3974,Facebook,Michelle Richardson DVM,2025-01-25 23:08:29,2025-02-18 23:08:29,Closed,final,Tree question whose likely hotel into industry.,2025-01-30 23:08:29,9,0,10
328,2025-05-20 10:24:23,Alexander Yates,stewartthomas@gmail.com,3022592553,Facebook,Melinda Lowe,2025-05-26 10:24:23,2025-06-01 10:24:23,Under Contract,development,Loss floor language away play.,2025-05-28 10:24:23,19,4,0
329,2025-05-12 22:12:20,Lindsay Cline,currymeghan@hotmail.com,506.841.3381x4544,Zillow,Melinda Lowe,2025-05-19 22:12:20,2025-05-28 22:12:20,Active,image,Rich firm many skill force environment.,2025-05-28 22:12:20,10,2,5
